subject_id,X0__0,X1__0,X2__0,X3__0,X4__0,X0__1,X1__1,X2__1,X3__1,X4__1,X0__2,X1__2,X2__2,X3__2,X4__2,X0__3,X1__3,X2__3,X3__3,X4__3,X0__4,X1__4,X2__4,X3__4,X4__4,X0__5,X1__5,X2__5,X3__5,X4__5,X0__6,X1__6,X2__6,X3__6,X4__6,X0__7,X1__7,X2__7,X3__7,X4__7,X0__8,X1__8,X2__8,X3__8,X4__8,X0__9,X1__9,X2__9,X3__9,X4__9,X0__10,X1__10,X2__10,X3__10,X4__10
120,b,a,c,b,c,a,c,c,b,a,a,b,a,b,a,a,c,c,c,a,b,b,c,c,b,c,c,a,c,a,a,b,a,c,a,b,c,c,c,a,a,c,c,c,c,c,c,c,c,c,a,c,c,c,c
121,c,b,c,a,c,a,a,b,a,c,b,b,b,a,c,c,a,b,a,c,a,b,c,b,c,b,a,a,c,c,c,b,c,c,c,a,a,a,c,c,b,b,c,c,c,a,a,c,c,c,b,c,b,c,c
122,b,a,a,b,a,c,c,c,b,a,a,b,a,a,a,c,c,c,a,a,a,b,b,a,a,a,b,c,a,a,a,c,a,b,a,b,a,c,c,a,a,c,b,c,a,b,a,b,c,b,a,b,c,c,b
123,c,a,a,c,c,a,c,c,c,b,b,b,a,c,a,a,a,c,c,c,b,b,a,c,c,a,a,c,c,c,b,a,b,c,a,a,b,c,c,c,b,c,b,c,c,a,b,c,c,a,b,a,c,c,b
124,b,c,a,b,c,a,c,a,a,c,b,c,c,a,c,b,a,c,a,a,c,c,a,a,b,a,b,c,a,a,b,a,c,a,a,a,c,c,a,a,b,b,b,c,a,a,c,b,c,c,b,b,c,c,c
125,c,b,c,b,c,a,a,a,c,a,b,c,c,c,b,c,c,a,c,b,a,a,c,c,b,b,c,a,b,c,b,c,c,c,c,c,c,c,c,c,a,c,c,c,c,a,c,c,c,c,a,b,a,c,a
126,b,b,a,b,c,c,c,a,b,a,c,a,c,c,a,a,b,a,c,b,b,c,c,c,b,c,b,c,c,a,b,a,a,c,b,c,c,c,c,b,a,c,c,c,c,b,c,a,c,c,b,b,a,c,a
127,a,a,a,b,c,b,b,c,a,c,a,a,a,a,a,a,b,c,a,a,b,c,c,c,a,a,c,a,c,b,a,c,c,c,c,b,a,a,c,a,c,c,c,c,b,a,c,c,c,c,b,c,c,c,c
128,b,c,a,b,a,a,a,c,b,a,b,c,a,c,c,c,b,c,c,c,a,c,a,c,a,b,b,c,c,a,b,c,a,c,a,b,b,a,c,b,a,b,c,c,a,a,b,c,c,a,a,a,b,c,b
129,b,a,a,b,a,c,c,c,c,a,a,b,c,c,a,b,a,a,c,c,a,c,c,c,a,b,c,a,c,c,b,b,c,c,a,b,a,c,c,b,a,c,a,b,b,b,c,c,b,c,a,a,b,b,a
130,a,c,b,b,b,a,b,c,b,a,a,c,a,b,a,b,b,c,b,b,b,c,c,b,a,c,b,a,b,a,a,a,c,b,b,a,c,c,b,c,a,a,a,a,a,b,b,a,a,c,b,a,c,a,c
131,b,b,a,b,c,a,c,c,b,a,a,b,c,c,b,b,c,c,c,a,b,b,a,b,a,c,b,c,b,a,a,c,c,b,a,a,b,a,b,a,b,c,c,a,b,b,b,a,a,a,a,c,c,a,a
132,b,c,a,b,b,c,a,c,b,a,b,b,a,b,c,c,a,c,c,c,a,c,a,c,c,b,c,c,c,c,b,c,a,c,c,b,b,c,c,b,c,a,c,c,b,a,c,c,c,a,b,c,a,c,b
133,c,a,b,b,c,a,c,c,c,a,b,b,a,c,a,c,c,c,c,a,a,b,a,c,a,b,b,c,c,a,a,a,a,c,a,b,c,c,c,a,a,c,c,c,b,b,c,c,c,c,a,c,c,c,b
134,a,c,b,c,c,b,c,c,c,c,a,b,c,c,c,b,b,a,c,a,c,a,c,c,a,a,c,a,c,b,a,b,c,c,a,b,a,c,c,c,b,c,a,c,c,b,c,a,c,c,c,c,c,c,b
135,b,c,a,b,c,a,c,a,b,c,a,b,c,b,b,a,a,c,c,c,a,c,b,c,a,a,b,c,c,a,b,a,a,c,b,a,b,c,c,a,b,a,a,c,a,c,b,c,c,a,a,c,a,c,a
136,b,b,b,b,c,a,a,b,c,c,a,c,b,c,b,a,b,b,c,a,a,b,a,c,a,a,a,c,c,c,a,c,c,c,a,b,c,c,c,a,c,a,b,c,a,a,c,b,c,a,a,c,b,c,b
137,b,b,a,a,a,b,c,c,c,a,a,c,a,c,c,a,c,c,c,c,a,c,c,c,c,b,b,a,c,a,a,b,c,c,a,b,c,b,c,a,c,b,b,c,a,b,c,b,c,a,a,b,c,c,a
138,a,c,b,b,a,b,c,c,a,b,a,b,c,a,a,a,c,a,a,a,a,b,c,c,a,b,a,c,c,b,b,c,a,c,b,c,a,a,c,c,a,a,a,c,c,b,b,c,c,c,a,a,a,c,b
139,b,a,a,c,c,a,b,a,c,c,a,c,a,c,a,b,b,a,c,a,c,a,a,c,a,a,c,c,b,a,b,b,a,b,a,a,a,c,c,a,a,c,c,b,b,b,a,a,b,b,b,b,c,b,b
140,b,a,b,b,c,a,c,c,b,c,b,b,c,b,a,b,a,c,b,c,a,c,a,c,a,b,c,b,c,c,a,b,b,c,c,b,a,c,c,c,a,c,c,c,c,b,c,c,c,c,a,a,a,c,a
141,b,c,b,b,c,a,b,c,b,a,a,a,c,b,b,b,c,c,b,a,b,c,c,a,b,a,b,c,a,b,b,b,a,a,c,a,a,c,a,c,b,c,a,a,a,a,b,c,a,b,a,c,a,a,a
142,b,b,b,b,c,b,c,b,b,a,a,b,b,b,a,a,a,b,c,b,b,b,c,c,b,c,a,a,c,a,a,c,c,c,a,a,b,b,c,a,b,c,c,c,a,a,b,c,b,a,b,c,c,b,a
143,b,b,a,b,a,b,a,a,b,a,a,b,c,c,a,b,a,a,c,c,c,b,c,c,c,a,a,a,c,c,a,c,c,c,c,b,c,c,c,c,c,b,a,c,c,c,a,c,c,b,a,c,a,c,b
144,a,c,b,a,a,b,c,b,a,c,b,c,b,a,c,c,c,c,a,c,a,a,a,a,a,a,c,c,a,c,b,a,a,c,c,c,b,c,c,c,a,c,a,c,a,b,b,c,b,a,a,c,c,b,a
145,b,b,a,c,c,c,a,c,c,c,a,a,c,c,a,b,c,a,c,b,a,c,c,c,c,b,b,c,c,a,a,b,c,c,a,b,c,a,c,a,c,a,a,c,a,a,c,a,c,a,b,b,c,c,c
146,c,a,c,b,a,a,c,a,c,a,a,b,c,c,a,b,c,c,c,b,c,c,c,c,c,a,c,b,b,c,a,c,b,b,c,b,b,c,b,b,c,a,a,b,c,a,b,c,c,c,a,a,c,c,c
147,c,a,b,b,a,a,c,c,b,a,a,c,c,b,b,b,b,c,c,a,a,a,a,c,a,b,c,c,c,a,c,b,a,c,a,a,b,c,c,b,a,a,a,c,c,b,c,c,c,c,b,b,c,b,a
148,b,b,b,b,b,b,c,b,b,a,a,b,c,b,a,b,a,a,c,b,b,b,c,c,a,b,b,a,b,b,c,a,a,c,c,c,b,c,c,c,a,a,c,c,c,b,b,a,c,c,a,a,c,c,c
149,a,c,a,c,c,b,c,c,c,c,a,b,a,c,a,a,b,c,c,a,a,c,c,c,a,b,b,a,c,a,a,a,c,c,c,b,b,a,c,c,b,b,a,c,c,b,a,c,c,c,b,c,c,c,a
150,c,a,a,c,c,a,b,a,b,c,b,a,c,b,c,b,c,b,b,a,b,a,b,c,c,a,c,b,c,a,a,c,c,c,a,a,b,a,c,b,a,c,a,c,c,b,c,c,c,c,a,b,a,c,a
151,c,a,a,b,b,a,c,c,b,a,a,b,a,c,a,b,c,a,c,a,a,c,c,c,c,b,c,a,c,c,a,a,c,c,a,a,c,c,c,b,b,c,b,c,c,b,c,b,c,c,c,c,b,c,c
152,b,b,a,b,b,c,a,c,b,c,b,b,b,c,c,c,c,c,c,a,a,a,a,c,a,b,c,c,b,a,c,a,a,b,a,a,c,c,b,b,b,b,b,b,a,a,b,c,b,a,b,a,c,b,b
153,a,c,a,c,a,b,b,c,c,a,c,a,a,c,a,a,a,c,c,b,a,b,c,c,b,b,c,a,c,a,c,b,c,c,a,a,c,b,a,a,b,a,b,a,a,a,c,b,a,a,a,b,c,a,a
154,b,a,b,a,a,b,c,b,a,a,c,a,c,a,a,a,b,a,a,c,a,c,c,a,b,a,c,a,a,c,b,b,c,a,a,c,a,a,a,c,c,b,c,a,b,a,a,a,a,b,a,c,c,b,a
155,b,c,b,c,c,b,c,b,c,c,b,a,b,c,a,c,c,b,c,a,a,c,c,b,c,b,c,c,c,c,a,a,c,c,c,b,c,c,c,a,b,b,a,c,b,b,b,c,c,a,b,a,a,c,b
156,c,a,b,a,a,c,a,b,a,a,b,c,b,a,a,a,a,b,c,a,b,b,b,c,c,a,a,c,c,c,b,b,a,c,c,a,a,c,c,b,a,c,c,c,a,a,b,a,c,a,a,c,c,c,a
157,b,b,c,b,b,c,a,b,c,a,a,c,b,c,c,a,b,c,c,c,b,c,a,c,a,a,b,c,c,a,b,a,a,c,b,a,b,c,c,c,a,a,a,c,c,b,b,c,c,c,c,a,a,c,c
158,b,a,c,b,c,a,b,a,c,c,b,a,c,c,c,a,b,b,c,c,b,a,c,c,c,a,c,a,c,c,b,b,c,c,a,a,a,a,c,a,b,c,c,c,b,c,b,a,c,a,b,c,c,c,a
159,b,c,b,c,c,b,b,b,c,a,c,c,b,b,b,a,b,b,b,b,b,b,c,c,b,c,b,c,c,a,a,b,c,c,b,a,a,c,c,c,b,c,c,c,b,a,b,a,c,a,b,c,c,b,a
160,b,a,b,b,b,b,b,b,b,c,a,c,c,b,c,b,b,b,b,a,a,a,b,b,a,a,c,b,b,a,b,b,c,b,c,a,a,a,b,b,c,c,c,c,a,b,b,b,c,a,c,c,c,c,a
161,b,b,c,b,a,a,c,a,b,c,b,b,c,b,a,a,a,a,b,a,b,a,c,b,b,c,c,a,c,b,a,a,c,c,c,b,b,a,c,c,c,a,a,c,c,c,c,a,c,a,a,b,c,c,b
162,b,a,c,b,c,a,c,a,b,a,a,b,c,c,a,b,a,c,c,b,a,a,b,c,b,b,c,b,c,a,b,b,b,c,a,b,c,b,c,a,b,b,b,c,a,c,c,b,c,a,a,b,b,c,a
163,b,a,a,b,c,b,c,c,b,b,c,b,c,b,a,a,b,c,c,c,a,a,c,c,c,a,b,c,c,b,a,b,a,c,b,b,a,c,c,c,c,b,a,c,c,a,a,c,c,c,b,b,a,a,c
164,b,b,a,c,a,a,a,c,c,b,b,c,b,c,b,b,b,c,c,a,b,b,a,c,a,c,a,c,c,c,a,b,c,c,c,b,c,b,c,a,a,c,c,c,c,a,b,c,c,a,b,a,a,c,b
165,b,c,b,b,c,c,c,c,a,c,a,c,a,c,c,a,a,c,c,b,b,c,b,c,a,a,b,b,c,b,b,a,b,c,c,b,c,c,c,a,b,b,c,c,a,b,b,c,c,b,a,b,a,c,b
166,b,c,b,b,b,a,b,b,b,b,b,c,b,b,a,a,c,c,b,b,a,c,b,b,c,b,a,b,c,c,c,c,b,c,c,a,c,b,c,c,a,c,b,c,c,b,b,c,c,c,b,a,c,c,c
167,a,c,a,c,c,b,b,c,c,a,b,b,a,c,b,a,c,a,c,b,b,c,a,c,c,a,c,c,c,c,a,a,c,c,a,b,c,c,c,a,c,b,a,c,c,a,c,a,c,a,b,b,c,c,a
168,c,a,a,b,c,a,a,a,b,a,b,c,c,b,a,a,b,c,b,a,a,a,c,c,b,b,c,a,c,b,a,c,c,c,c,b,c,a,c,c,c,a,c,c,c,b,b,a,c,c,c,c,c,c,a
169,b,a,a,b,c,c,b,c,c,c,a,a,c,c,c,b,b,a,c,c,b,a,c,c,c,c,c,a,c,c,a,c,c,b,c,a,a,a,b,a,b,c,c,c,a,c,b,b,c,b,a,a,b,c,c
170,b,b,c,b,a,b,c,a,c,a,a,b,a,c,b,b,c,c,c,a,c,b,b,c,b,a,c,b,c,a,b,b,b,c,a,b,c,b,c,a,a,c,c,c,c,b,b,a,c,a,a,b,c,c,b
171,a,c,b,b,b,b,a,c,b,c,a,c,c,a,c,b,b,c,a,c,c,a,c,a,c,a,b,a,b,c,b,a,c,b,c,b,b,a,c,b,b,b,c,c,b,a,c,c,c,a,a,b,a,c,a
172,a,c,a,b,c,b,c,c,c,c,a,c,b,c,c,a,b,b,c,c,a,b,c,c,a,b,c,a,c,a,c,c,c,c,a,a,a,c,c,b,a,c,c,c,a,b,b,a,c,b,c,b,a,c,b
173,b,a,b,b,c,a,c,b,b,a,b,b,b,a,a,c,c,b,a,a,a,b,c,a,b,a,a,a,a,b,b,a,c,a,a,a,c,c,c,a,b,b,a,c,a,c,c,c,c,a,a,c,c,c,c
174,b,c,b,b,b,b,c,c,b,b,c,c,c,c,c,b,b,a,c,a,a,c,c,c,a,a,a,c,c,a,a,b,a,c,c,a,a,c,c,a,b,c,a,c,a,a,a,c,b,a,b,c,a,b,a
175,b,b,b,b,c,a,b,b,c,c,b,a,b,c,c,a,a,b,c,c,b,c,c,c,a,a,a,b,c,a,b,c,c,c,a,a,c,b,c,b,b,b,c,c,a,a,b,c,c,a,b,a,a,c,b
176,c,b,c,b,c,a,a,c,b,c,b,b,a,c,c,b,a,a,c,c,c,c,c,c,a,a,b,a,c,a,b,c,c,c,a,b,b,c,c,c,c,a,a,c,c,a,b,c,c,c,a,a,c,c,c
177,b,c,a,b,c,a,c,c,b,c,b,b,c,b,a,a,a,a,c,a,b,a,c,c,a,a,b,a,c,c,a,a,c,c,c,b,c,a,c,a,a,b,c,c,a,b,c,a,c,c,b,c,c,c,c
178,b,b,a,b,b,c,c,c,c,a,b,b,a,c,a,b,a,c,c,b,c,b,a,c,c,a,a,c,b,c,a,b,b,b,c,b,b,c,b,b,a,b,c,b,b,a,c,a,b,a,b,b,a,b,c
179,c,b,a,b,c,c,c,c,b,a,a,b,a,b,a,b,c,c,b,a,a,b,b,b,b,b,c,b,b,a,a,c,c,c,b,b,b,a,c,a,a,a,c,c,a,b,c,c,a,a,c,c,a,a,c
180,c,a,b,b,a,a,b,b,c,a,b,c,b,c,a,a,b,b,c,a,b,a,b,c,b,a,b,c,c,c,a,a,a,c,c,b,c,c,c,b,b,b,c,c,a,a,a,c,c,c,b,c,a,c,a
181,c,a,a,a,a,b,c,c,a,b,c,a,c,b,a,c,b,c,c,a,a,b,a,a,b,a,c,c,c,a,b,b,c,c,a,a,a,c,c,c,a,b,b,c,c,a,a,b,c,c,b,c,b,c,a
182,b,a,c,b,c,c,b,b,c,c,b,b,b,c,b,c,a,b,c,c,b,c,b,b,a,a,a,c,a,a,a,c,a,a,a,b,a,c,c,a,a,a,b,c,b,b,c,b,b,a,c,a,c,b,b
183,b,a,c,b,c,b,c,b,b,a,a,a,b,c,a,a,a,b,c,b,a,a,b,c,b,b,c,b,c,b,b,b,c,c,a,a,b,a,c,a,b,b,c,c,b,a,a,b,c,b,a,b,c,b,a
184,c,a,b,b,c,c,c,c,b,b,c,b,a,b,b,a,c,c,c,a,b,c,c,c,b,a,c,a,b,c,b,c,a,b,c,a,a,c,a,a,a,a,c,a,a,a,c,a,a,a,a,b,c,a,a
185,c,a,a,a,b,c,c,a,a,a,a,b,c,a,b,a,c,a,a,a,b,b,c,a,a,c,a,c,a,a,a,b,a,c,a,b,b,c,c,b,c,c,c,c,a,a,a,a,c,b,b,c,c,c,a
186,a,a,c,a,b,b,b,c,c,b,c,c,a,c,a,a,a,c,c,b,a,c,a,c,a,a,c,c,a,c,b,c,a,a,c,c,c,c,a,c,a,c,c,a,c,b,a,a,a,c,b,c,c,a,a
187,b,a,a,c,c,b,c,c,c,a,b,b,a,a,a,a,c,c,c,a,b,c,a,c,c,b,a,c,c,a,a,b,a,b,a,b,b,c,b,b,a,b,a,b,b,a,c,c,b,a,b,c,a,a,b
188,b,b,b,b,c,c,a,b,c,c,a,c,c,c,c,b,b,a,c,a,c,a,c,c,b,a,c,b,c,a,b,b,b,c,a,a,c,b,c,a,b,b,c,c,a,a,c,c,c,a,a,b,b,c,a
189,b,b,b,b,c,b,a,c,b,c,b,b,b,c,c,c,a,c,c,c,a,c,a,c,b,b,c,c,c,c,a,c,c,c,c,b,b,a,c,a,c,b,c,c,b,c,b,c,c,b,a,a,a,c,b
190,a,c,c,b,c,a,a,c,b,c,b,c,a,b,a,a,a,c,b,a,b,a,a,b,a,a,b,c,b,b,b,a,a,b,b,c,b,c,b,a,a,c,c,c,a,b,c,a,c,c,a,a,c,c,a
191,b,b,c,b,c,a,c,a,c,c,a,a,c,c,c,b,c,b,c,c,b,b,b,c,a,c,b,b,c,a,a,b,b,c,a,b,a,c,c,a,a,c,c,c,b,a,a,c,c,a,b,c,c,c,a
192,b,b,a,a,c,b,a,c,a,c,c,b,b,c,a,b,c,b,c,a,a,a,b,c,b,a,c,c,c,a,a,c,a,c,b,b,b,c,c,a,b,c,a,c,a,c,b,a,c,a,b,a,c,c,b
193,c,b,a,a,a,a,c,c,b,a,b,b,c,c,a,a,c,a,c,a,a,c,c,c,c,b,c,c,c,c,a,c,a,c,c,b,c,a,c,c,a,a,c,c,c,b,a,c,c,c,c,b,b,c,a
194,b,b,a,a,b,a,c,c,c,a,b,a,c,c,b,a,c,b,c,a,b,b,b,c,a,c,a,b,c,c,a,b,b,c,c,a,b,b,c,a,b,b,b,c,a,a,c,b,c,a,b,b,b,c,a
195,b,b,a,a,a,c,b,c,a,a,a,b,c,c,b,a,b,c,c,b,a,c,a,c,a,b,a,c,c,b,a,c,a,b,b,b,b,c,b,a,a,a,b,a,c,b,c,b,a,b,c,b,b,a,a
196,b,b,c,a,c,c,a,c,a,c,a,c,b,b,a,b,b,c,b,a,c,a,a,b,c,a,c,c,c,c,b,b,a,c,b,b,c,c,c,a,a,b,a,c,a,a,c,c,c,a,b,b,a,c,a
197,c,a,a,c,c,a,b,c,c,c,a,c,a,c,c,b,b,c,c,a,c,c,c,c,a,a,a,a,c,b,a,c,c,c,b,b,c,a,c,c,c,c,c,c,c,a,b,a,c,c,b,a,a,c,c
198,a,a,a,b,c,b,c,c,b,a,a,a,a,b,a,b,c,c,b,b,a,c,c,c,c,b,c,a,b,c,c,b,a,c,b,a,c,c,c,a,b,a,a,c,c,a,c,c,b,b,b,c,a,b,c
199,b,a,a,c,c,a,c,a,c,a,b,b,c,c,a,c,b,a,c,a,a,c,c,a,a,b,b,c,a,c,a,a,b,a,c,b,b,b,a,c,a,b,b,a,a,b,c,b,a,a,a,b,b,a,a
200,c,a,b,b,c,a,b,c,c,c,a,b,c,c,a,b,a,a,c,a,a,c,a,c,a,a,b,c,c,b,b,c,a,c,a,b,b,c,c,b,b,c,c,c,a,c,b,a,a,b,a,b,c,a,b
201,b,c,b,c,c,c,b,c,c,b,a,a,b,c,c,b,b,c,c,c,a,a,a,c,c,b,b,c,c,c,a,a,a,c,a,b,b,c,c,c,a,c,c,c,a,b,b,a,c,a,a,b,c,c,a
202,c,b,b,b,b,a,c,b,c,a,b,c,b,c,a,a,b,b,c,a,b,c,b,c,a,c,c,c,c,c,a,b,c,c,a,b,c,c,b,a,c,b,c,c,a,c,a,b,c,b,a,a,c,c,a
203,b,c,a,a,a,a,b,c,a,b,a,a,a,a,c,b,c,c,c,a,c,c,a,c,c,a,c,a,c,c,b,a,c,c,a,a,c,c,c,a,b,b,a,c,b,a,a,c,c,a,a,c,c,c,b
204,b,b,c,b,a,c,c,a,b,a,a,b,c,b,a,b,a,a,c,b,a,b,c,b,c,a,a,a,c,b,a,c,a,c,a,a,c,c,c,a,b,c,c,c,c,c,b,a,c,c,a,a,c,c,c
205,b,b,c,b,c,c,a,a,a,c,a,b,c,a,c,a,c,c,a,a,a,c,c,c,b,b,a,a,c,a,c,c,c,c,b,a,b,a,c,b,b,a,c,a,a,a,c,c,a,a,b,c,a,c,c
206,b,b,b,c,c,a,c,c,c,a,a,a,a,c,b,b,b,a,c,c,c,c,c,c,a,a,a,c,c,a,b,c,a,c,a,a,b,c,c,b,b,a,c,c,c,a,b,b,b,c,b,c,c,b,a
207,b,b,a,a,a,a,a,c,c,b,c,b,a,c,a,a,a,c,c,a,b,c,c,c,a,a,b,a,c,b,b,a,c,c,a,a,c,c,c,a,b,b,a,c,a,a,a,a,c,c,b,c,c,c,b
208,a,a,a,b,c,a,b,c,b,c,a,a,a,c,c,a,c,c,c,a,a,b,c,c,b,b,a,a,c,a,a,b,c,c,c,a,a,b,c,a,b,a,b,c,b,b,b,b,c,a,a,b,c,c,b
209,b,b,b,b,c,a,a,c,b,c,b,b,a,b,c,a,b,c,b,a,b,a,a,b,b,c,b,a,b,b,a,a,c,c,b,a,c,a,c,b,b,b,c,c,b,a,b,c,c,a,b,c,a,c,a
210,b,a,b,b,a,a,c,b,b,a,b,b,c,c,a,c,c,c,c,b,a,c,a,c,b,b,c,c,c,c,c,b,c,a,a,b,a,c,a,c,c,c,a,a,a,a,a,c,a,a,a,b,a,a,a
211,b,b,a,b,c,c,b,c,b,c,c,c,c,b,a,a,b,a,b,a,b,c,c,b,a,b,a,c,b,a,c,b,a,b,a,a,c,c,b,a,a,b,a,b,b,b,a,a,c,c,c,b,c,c,c
212,a,c,a,c,c,b,c,c,c,c,a,a,a,c,a,b,c,c,c,a,c,b,c,c,b,a,a,a,c,c,b,c,c,b,c,a,b,c,c,c,a,c,b,c,a,b,b,c,c,a,a,b,c,c,b
213,b,a,a,b,c,b,c,c,c,a,b,a,c,c,b,b,a,c,c,c,b,c,a,c,c,a,b,c,c,a,a,b,c,c,b,b,a,b,c,c,c,b,c,c,c,a,a,b,c,c,b,c,c,c,c
214,c,a,a,a,a,a,b,c,a,c,a,b,a,a,b,a,a,c,b,b,a,b,a,b,c,b,b,c,c,b,b,a,a,c,c,a,c,c,c,a,b,a,c,c,b,a,c,a,c,a,b,b,c,c,b
215,c,c,a,b,c,a,c,c,b,c,b,b,a,c,a,a,c,c,c,a,b,c,c,c,c,a,c,a,c,c,b,c,c,c,c,a,b,a,c,a,b,c,c,c,a,a,a,a,c,c,b,c,c,a,c
216,c,b,a,a,c,a,a,a,a,c,b,b,c,c,c,b,a,b,b,c,a,b,c,b,b,b,c,a,c,a,a,b,c,c,a,a,c,a,c,a,a,b,c,b,a,b,a,a,c,c,b,c,c,c,c
217,b,c,b,c,c,c,c,c,c,b,a,c,c,c,c,b,b,b,c,c,b,a,a,c,c,b,c,c,c,a,b,c,a,c,c,c,c,c,c,a,a,b,c,c,b,b,c,a,c,a,b,b,c,c,b
218,b,a,b,a,a,b,b,c,a,a,c,a,a,a,b,b,c,c,a,a,a,b,a,a,b,a,b,c,a,a,a,b,a,a,b,a,c,c,a,c,b,b,a,a,a,c,b,c,a,b,a,a,c,b,c
219,b,a,a,b,c,a,c,c,b,c,a,c,c,b,c,b,b,a,c,a,c,c,c,c,a,a,b,c,b,a,a,c,c,c,a,b,c,c,c,c,a,c,a,c,c,a,c,c,c,c,b,c,c,c,c
220,b,b,a,b,c,c,b,a,b,b,c,a,c,c,b,a,c,c,c,a,b,a,c,c,a,a,c,c,c,a,b,b,c,c,a,b,a,c,c,b,a,b,a,c,c,a,c,a,c,a,a,b,c,c,a
221,a,c,b,b,a,b,b,b,c,b,c,c,c,c,a,b,a,a,c,a,a,b,c,c,c,b,a,a,c,a,a,c,a,c,a,b,c,a,c,c,c,c,c,c,c,a,c,b,c,c,b,a,b,c,c
222,a,c,b,b,c,a,c,b,a,c,b,a,b,a,a,a,c,b,a,b,b,c,a,a,a,b,b,a,a,b,c,c,a,a,c,a,c,c,a,c,a,a,b,a,a,b,b,c,a,a,b,c,b,a,a
223,b,b,b,c,c,a,a,b,c,c,b,c,b,c,a,a,b,b,c,a,a,b,b,c,b,b,c,b,c,a,c,b,b,c,a,c,b,c,c,a,a,a,a,c,c,a,c,c,c,a,b,b,a,c,a
224,c,a,b,b,c,a,b,c,a,c,b,a,a,a,c,a,c,c,a,a,b,c,c,c,b,c,b,c,c,a,a,a,a,c,a,b,c,a,c,a,c,a,a,c,a,a,b,c,c,b,b,b,a,c,a
225,b,b,a,a,a,b,b,c,a,a,c,b,a,a,a,c,c,a,a,a,c,a,c,a,a,a,b,c,a,b,b,c,c,a,a,c,a,c,a,b,a,b,c,a,c,b,b,a,a,a,c,c,c,a,a
226,a,c,b,b,b,b,a,c,b,a,a,c,a,a,a,b,b,c,a,c,b,a,c,a,c,a,c,a,a,a,b,b,c,a,a,b,c,a,a,a,b,b,c,a,b,c,c,c,a,a,a,b,c,a,b
227,a,a,a,b,c,b,b,c,b,c,b,b,a,b,b,c,c,c,b,b,a,c,c,c,b,b,b,c,c,a,c,b,a,c,a,a,c,c,c,a,a,b,a,c,a,b,b,c,c,b,a,a,a,c,c
228,b,b,a,b,a,b,b,c,b,a,c,a,a,b,c,a,b,c,b,c,a,a,a,b,c,b,a,c,b,c,b,c,a,c,a,b,c,c,c,c,a,b,a,c,a,a,c,c,c,a,a,c,c,c,c
229,a,a,a,c,c,a,b,a,c,c,b,a,c,c,a,c,b,a,c,c,c,c,c,a,a,b,a,b,a,a,c,a,c,a,a,a,c,a,a,a,b,b,c,a,a,b,a,b,a,c,a,c,c,c,a
230,b,b,c,b,b,a,a,c,b,a,b,c,c,c,a,c,b,b,c,a,c,b,c,c,b,a,c,a,c,a,b,b,c,a,b,c,b,a,b,b,a,c,c,c,a,b,b,a,c,a,c,c,a,c,a
231,b,b,a,b,c,b,b,c,c,a,a,b,c,b,a,a,c,c,b,a,b,a,c,b,a,a,c,b,b,a,a,b,b,b,a,b,c,c,b,a,a,c,b,b,b,a,b,c,b,a,b,b,a,c,b
232,b,b,a,c,c,c,a,c,c,a,a,c,c,c,a,b,c,b,c,c,a,a,c,c,a,b,c,a,c,b,a,c,c,c,c,b,b,c,c,a,c,b,a,c,b,a,c,c,c,a,b,a,a,c,a
233,b,b,a,c,c,b,c,a,c,a,b,b,c,b,a,c,b,c,b,b,a,a,a,b,c,b,c,a,b,b,c,b,a,b,b,a,c,c,b,a,b,a,c,b,a,a,c,b,b,c,a,b,b,b,a
234,c,a,a,c,b,c,c,c,c,a,a,c,b,c,b,a,c,c,c,c,b,b,c,c,a,c,b,a,c,a,a,c,c,c,a,b,b,c,c,a,c,c,a,c,b,a,a,c,c,a,b,c,a,c,a
235,c,a,a,c,c,a,c,c,c,c,b,c,c,c,c,a,c,c,c,c,b,c,a,c,c,a,c,c,c,c,a,c,c,a,c,b,c,a,c,c,a,b,a,c,a,b,c,c,c,a,b,b,c,c,a
236,b,a,a,a,a,b,c,c,a,a,c,b,a,a,b,a,a,c,a,c,c,c,a,a,a,a,b,c,a,b,b,a,c,a,b,c,c,a,a,a,b,a,c,a,b,c,b,c,a,c,a,a,a,a,b
237,b,a,b,b,c,c,b,b,b,c,a,a,b,b,c,b,b,c,b,c,c,a,c,b,c,a,c,a,c,a,b,c,a,c,c,a,b,c,c,a,a,c,a,c,a,b,b,c,c,a,b,a,c,c,a
238,b,a,a,c,c,a,b,c,c,c,b,a,a,a,c,c,c,c,a,b,a,b,a,a,a,b,b,c,a,b,a,b,a,a,a,b,b,c,a,b,c,c,a,a,a,a,a,c,c,a,b,b,c,c,a
239,b,c,b,a,a,c,b,b,a,a,a,a,c,a,c,b,c,a,c,a,a,b,c,c,a,a,c,c,c,a,b,b,a,c,a,a,c,a,c,a,b,b,c,c,a,a,a,c,c,a,a,c,a,c,a
240,b,c,b,b,a,b,c,b,a,c,c,c,b,a,c,a,a,c,a,a,b,c,b,a,a,a,b,b,a,a,b,c,c,a,a,c,b,c,b,b,a,a,c,b,b,a,c,a,c,b,b,c,c,c,b
241,b,c,a,a,a,c,c,c,a,c,c,c,a,a,c,a,a,c,a,a,b,c,a,c,c,a,a,c,c,c,b,b,c,c,c,a,c,c,c,a,b,c,a,c,c,a,b,c,c,c,b,a,c,c,c
